LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2417,1,155,REVCD10_QTY,NUMBER
2417,1,156,REVCD11_QTY,NUMBER
2417,1,157,REVCD12_QTY,NUMBER
2417,1,158,REVCD13_QTY,NUMBER
2417,1,159,REVCD14_QTY,NUMBER
2417,1,160,REVCD15_QTY,NUMBER
2417,1,161,REVCD16_QTY,NUMBER
2417,1,162,REVCD17_QTY,NUMBER
2417,1,163,REVCD18_QTY,NUMBER
2417,1,164,REVCD19_QTY,NUMBER
2417,1,165,REVCD20_QTY,NUMBER
2417,1,166,REVCD01_CHG,NUMBER
2417,1,167,REVCD02_CHG,NUMBER
2417,1,168,REVCD03_CHG,NUMBER
2417,1,169,REVCD04_CHG,NUMBER
2417,1,170,REVCD05_CHG,NUMBER
2417,1,171,REVCD06_CHG,NUMBER
2417,1,172,REVCD07_CHG,NUMBER
2417,1,173,REVCD08_CHG,NUMBER
2417,1,174,REVCD09_CHG,NUMBER
2417,1,175,REVCD10_CHG,NUMBER
2417,1,176,REVCD11_CHG,NUMBER
2417,1,177,REVCD12_CHG,NUMBER
2417,1,178,REVCD13_CHG,NUMBER
2417,1,179,REVCD14_CHG,NUMBER
2417,1,180,REVCD15_CHG,NUMBER
2417,1,181,REVCD16_CHG,NUMBER
2417,1,182,REVCD17_CHG,NUMBER
2417,1,183,REVCD18_CHG,NUMBER
2417,1,184,REVCD19_CHG,NUMBER
2417,1,185,REVCD20_CHG,NUMBER
2417,1,186,ICDPROCCD01,VARCHAR2
2417,1,187,ICDPROCCD02,VARCHAR2
2417,1,188,ICDPROCCD03,VARCHAR2
2417,1,190,EMPSSN,VARCHAR2
2417,1,191,MEMLASTNAME,VARCHAR2
2417,1,192,MEMFIRSTNAME,VARCHAR2
2417,1,193,MEMSSN,VARCHAR2
2417,1,194,MEMDOB,DATE
2417,1,3,REPACCT,VARCHAR2
2417,1,4,PLVARCD,VARCHAR2
2417,1,5,RPTCD,VARCHAR2
2417,1,6,FRCD1,VARCHAR2
2417,1,7,FRCD2,VARCHAR2
2417,1,8,REGIONCD,VARCHAR2
2417,1,9,FINARIN,VARCHAR2
2417,1,11,EMPIDTYPE,VARCHAR2
2417,1,12,EMPID,VARCHAR2
2417,1,13,LASTNAME,VARCHAR2
2417,1,14,EMPSEX,VARCHAR2
2417,1,15,EMPDOB,DATE
2417,1,16,EMPZIP,VARCHAR2
2417,1,17,EMPSTAT,VARCHAR2
2417,1,1,POLNUM,VARCHAR2
2417,1,2,REPSUF,VARCHAR2
2417,1,19,DEPNUM,VARCHAR2
2417,1,21,EMPREL,VARCHAR2
2417,1,22,FIRSTNAME,VARCHAR2
2417,1,23,PATDOB,DATE
2417,1,24,GENDER,VARCHAR2
2417,1,25,MEDIIND,VARCHAR2
2417,1,26,MEMMKT,VARCHAR2
2417,1,27,PATNUM,VARCHAR2
2417,1,28,POSIND,VARCHAR2
2417,1,29,PPOIND,VARCHAR2
2417,1,30,PRODCD,VARCHAR2
2417,1,32,PHIIND,VARCHAR2
2417,1,34,CLAIMID,VARCHAR2
2417,1,35,PAIDDT,DATE
2417,1,36,ELBLIND,VARCHAR2
2417,1,37,CLMOFFNUM,VARCHAR2
2417,1,38,TRANCD,VARCHAR2
2417,1,39,DTCLREC,VARCHAR2
2417,1,40,CLMADJNUM,VARCHAR2
2417,1,41,PROFFNUM,VARCHAR2
2417,1,42,CHECKID,VARCHAR2
2417,1,43,TRANTYPECD,VARCHAR2
2417,1,44,TAXELIG,VARCHAR2
2417,1,45,DOCCTLN,VARCHAR2
2417,1,46,FILMOFF,VARCHAR2
2417,1,47,PROVTYPE,VARCHAR2
2417,1,48,PROVNAME,VARCHAR2
2417,1,49,PROVTXPR,VARCHAR2
2417,1,50,PROVID,VARCHAR2
2417,1,51,PROVIDSUFFIX,VARCHAR2
2417,1,52,PROVIPA,VARCHAR2
2417,1,54,PROVZIP,VARCHAR2
2417,1,55,PROVSPEC,VARCHAR2
2417,1,56,PREMPROVIND,VARCHAR2
2417,1,57,PROVMKT,VARCHAR2
2417,1,58,MPIN,VARCHAR2
2417,1,59,NTWKPROV,VARCHAR2
2417,1,60,COVPHYSIND,VARCHAR2
2417,1,62,NDCNBR,VARCHAR2
2417,1,63,HOSPDRG,VARCHAR2
2417,1,64,CAUSECD,VARCHAR2
2417,1,65,DSTATUS,VARCHAR2
2417,1,66,LEGACY_ICD9PROC1,VARCHAR2
2417,1,67,LEGACY_ICD9PROC2,VARCHAR2
2417,1,68,LEGACY_ICD9PROC3,VARCHAR2
2417,1,69,PLACE,VARCHAR2
2417,1,70,PROCCD,VARCHAR2
2417,1,71,PROCMOD1,VARCHAR2
2417,1,73,FIRSTSVCDT,DATE
2417,1,74,LASTSVCDT,DATE
2417,1,75,QTYSVCS,NUMBER
2417,1,76,LEGACY_DX1,VARCHAR2
2417,1,77,LEGACY_DX2,VARCHAR2
2417,1,78,LEGACY_DX3,VARCHAR2
2417,1,79,CAPSVC,VARCHAR2
2417,1,80,HOSPDRG2,VARCHAR2
2417,1,82,CHGSUBMIT,NUMBER
2417,1,83,NOTCOVAMT,NUMBER
2417,1,84,REMCD,VARCHAR2
2417,1,85,CHREMCD,VARCHAR2
2417,1,87,NCAMTRC,NUMBER
2417,1,88,REMCDR,VARCHAR2
2417,1,89,CLMREMCD,VARCHAR2
2417,1,91,BENLIM,NUMBER
2417,1,92,DISCAMT,NUMBER
2417,1,93,DISCTYPE,VARCHAR2
2417,1,94,CONTRACT,VARCHAR2
2417,1,95,CHGALLOW,NUMBER
2417,1,96,DEDUCTAMT,NUMBER
