LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
599,1,1,claimno,varchar2
599,1,2,lineno,varchar2
599,1,3,tiercd,varchar2
599,1,4,benpkg,varchar2
599,1,5,bencod,varchar2
599,1,6,feecod,varchar2
599,1,7,feengt,varchar2
599,1,8,feesrc,varchar2
599,1,9,ntooth,varchar2
599,1,10,clmcon,varchar2
599,1,11,deneop,varchar2
599,1,12,statcd,varchar2
599,1,13,svcdat,date
599,1,14,svccod,varchar2
599,1,15,modcod,varchar2
599,1,16,poscod,varchar2
599,1,17,toscod,varchar2
599,1,18,diagn1,varchar2
599,1,19,diagn2,varchar2
599,1,20,diagn3,varchar2
599,1,21,enddat,date
599,1,22,unitct,varchar2
599,1,23,alwunt,varchar2
599,1,24,claamt,number
599,1,25,disalw,number
599,1,26,alwamt,number
599,1,27,copamt,number
599,1,28,coiamt,number
599,1,29,dedamt,number
599,1,30,admded,number
599,1,31,nonamt,number
599,1,32,preamt,number
599,1,33,accamt,number
599,1,34,cobamt,number
599,1,35,cobalw,number
599,1,36,rcvamt,number
599,1,37,elgchg,number
599,1,38,whdamt,number
599,1,39,dscamt,number
599,1,40,emppy1,number
599,1,41,emppy2,number
599,1,42,emppay,number
599,1,43,prvpay,number
599,1,44,to_pay,number
599,1,45,inscod,varchar2
599,1,46,reimth,varchar2
599,1,47,reiexb,varchar2
599,1,48,reiexc,varchar2
599,1,49,prfeen,varchar2
599,1,50,airdat,date
599,1,51,reflin,varchar2
599,1,52,cntalw,number
599,1,53,mrktop,number
599,1,54,orgsrc,varchar2
599,1,55,cntdsc,number
599,1,56,pidate,date
599,1,57,rvnflg,varchar2
599,1,58,spltfm,varchar2
599,1,59,disstat,varchar2
599,1,60,covdys,integer
599,1,61,daycnt,integer
599,1,62,daytyp,varchar2
599,1,63,accnum,varchar2
599,1,64,nopflg,varchar2
599,1,65,biltyp,varchar2
599,1,66,linelv,varchar2
599,1,67,stayno,varchar2
599,1,68,max_pidate,date
599,1,69,grpnum,varchar2
599,1,70,in_net,varchar2
599,1,71,prodcd,varchar2
599,1,72,PROVNO,VARCHAR2
599,1,73,MEMBNO,VARCHAR2
599,1,74,IA_FLAG,VARChaR2
