LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
3306,1,1,SSN,VARCHAR2
3306,1,2,CALC_CLMNUMWRK,VARCHAR2
3306,1,3,CDCLNO,VARCHAR2
3306,1,4,CDWKNO,VARCHAR2
3306,1,5,CDLNNO,VARCHAR2
3306,1,6,CHGPNO,VARCHAR2
3306,1,7,CHEMNO,VARCHAR2
3306,1,8,CHDPCD,VARCHAR2
3306,1,9,AGENCY1,VARCHAR2
3306,1,10,CFCKNO,VARCHAR2
3306,1,11,CHRCDT,DATE
3306,1,12,CFCKDT,DATE
3306,1,13,PAYEE,VARCHAR2
3306,1,14,CALC_CHPDDT,DATE
3306,1,15,PROVSFX,VARCHAR2
3306,1,16,PROVID,VARCHAR2
3306,1,17,DEPLNAME,VARCHAR2
3306,1,18,PATMIDINIT,VARCHAR2
3306,1,19,DEPFNAME,VARCHAR2
3306,1,20,EMPFNAME,VARCHAR2
3306,1,21,EMPMNAME,VARCHAR2
3306,1,22,EMPLAST,VARCHAR2
3306,1,23,PROVREFNR,VARCHAR2
3306,1,24,CFCKAMT,NUMBER
3306,1,25,DEPDOB,DATE
3306,1,26,AGE,VARCHAR2
3306,1,27,ORIGCLMDEPID,VARCHAR2
3306,1,28,CLMDEPID,VARCHAR2
3306,1,29,PPOINDICATOR,VARCHAR2
3306,1,30,CHPLAN,VARCHAR2
3306,1,31,CLMLINENR,VARCHAR2
3306,1,32,CDTCHG,NUMBER
3306,1,33,CALC_TOTPAID,NUMBER
3306,1,34,CDDEDUCT,NUMBER
3306,1,35,COINAMT,NUMBER
3306,1,36,CDINELIGIBLEAMT,NUMBER
3306,1,37,PROVNAME,VARCHAR2
3306,1,38,WORKSHEETCLASS,VARCHAR2
3306,1,39,SERVICEDESC,VARCHAR2
3306,1,40,CDINFR,DATE
3306,1,41,CDINTO,DATE
3306,1,42,CDPROC,VARCHAR2
3306,1,43,CDMODF,VARCHAR2
3306,1,44,CDCOPA,NUMBER
3306,1,45,DGCD,VARCHAR2
3306,1,46,CDMCICCS_PRIMARY,VARCHAR2
3306,1,47,CDBNCD,VARCHAR2
3306,1,48,COVERAGECODE,VARCHAR2
3306,1,49,PLACEOFSERVICE,VARCHAR2
3306,1,50,SPC1,VARCHAR2
3306,1,51,REVENUECODE,VARCHAR2
3306,1,52,SRVCOUNT,VARCHAR2
3306,1,53,CDCDTSER,VARCHAR2
3306,1,54,CHCHADGC_1,VARCHAR2
3306,1,55,CHMCICCS_ALTERNATE_1,VARCHAR2
3306,1,56,CHCHADGC_2,VARCHAR2
3306,1,57,CHMCICCS_ALTERNATE_2,VARCHAR2
3306,1,58,CHCHADGC_3,VARCHAR2
3306,1,59,CHMCICCS_ALTERNATE_3,VARCHAR2
3306,1,60,CHCHADGC_4,VARCHAR2
3306,1,61,CHMCICCS_ALTERNATE_4,VARCHAR2
3306,1,62,EDEDSEXX,VARCHAR2
3306,1,63,REMARKDESC1,VARCHAR2
3306,1,64,REMARKCODE1,VARCHAR2
3306,1,65,PMPMCITY,VARCHAR2
3306,1,66,PMPMSTAT,VARCHAR2
3306,1,67,PMPMZPCD,VARCHAR2
3306,1,68,CDPPON,VARCHAR2
3306,1,69,DRGCD,VARCHAR2
3306,1,70,CLAIMCAT,VARCHAR2
3306,1,71,NPI,VARCHAR2
3306,1,72,EDEDMEMB,VARCHAR2
