LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1480,1,1,DW_CLM_KEY,VARCHAR2
1480,1,2,SVC_LN_NBR,VARCHAR2
1480,1,3,PROV_CHGS,NUMBER
1480,1,4,ELIGIBLE_AMT,NUMBER
1480,1,5,ESTMT_PD_AMT,NUMBER
1480,1,6,PRCDR_CD,VARCHAR2
1480,1,7,PRIMY_DIAG_CD,VARCHAR2
1480,1,8,REVENUE_CD,VARCHAR2
1480,1,9,POT_CD,VARCHAR2
1480,1,10,SVC_TYP_CD,VARCHAR2
1480,1,11,SPEC_PRCDR_CD,VARCHAR2
1480,1,12,SVC_STRT_DT,DATE
1480,1,13,TOS_CD,VARCHAR2
1480,1,14,CLNC_APRVL_IND,VARCHAR2
1480,1,15,PROV_TYP_CD,VARCHAR2
1480,1,16,SVC_UNIT_CNT,NUMBER
1480,1,17,APRV_IND_CLMLI,VARCHAR2
