LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2941,1,86,MODIFIERCODE2,VARCHAR2
2941,1,87,REVCODE1,VARCHAR2
2941,1,88,REVCODE2,VARCHAR2
2941,1,89,REVCODE4,VARCHAR2
2941,1,90,REVCODE3,VARCHAR2
2941,1,91,REVCODE5,VARCHAR2
2941,1,92,ICD9PROCCODE1,VARCHAR2
2941,1,93,ICD9PROCCODE2,VARCHAR2
2941,1,94,ICD9PROCCODE3,VARCHAR2
2941,1,95,ICD9PROCCODE4,VARCHAR2
2941,1,96,ICD9PROCCODE5,VARCHAR2
2941,1,97,ICD9PROCCODE6,VARCHAR2
2941,1,98,DRGTYPE,VARCHAR2
2941,1,99,DRGIDENTIFIER,VARCHAR2
2941,1,100,IPDAYS,VARCHAR2
2941,1,101,DISCHSTATUS,VARCHAR2
2941,1,102,TYPEOFBILL,VARCHAR2
2941,1,103,CLAIMSTATUS,VARCHAR2
2941,1,104,ADJCODE,VARCHAR2
2941,1,105,PROVID,VARCHAR2
2941,1,106,PROVNAME,VARCHAR2
2941,1,107,PROVIDERFIRSTNAME,VARCHAR2
2941,1,108,PROVIDERLASTNAME,VARCHAR2
2941,1,109,PROVNPI,VARCHAR2
2941,1,110,PROVZIPCODE,VARCHAR2
2941,1,111,SERVTYPECODE,VARCHAR2
2941,1,112,SERVTYPEDESC,VARCHAR2
2941,1,113,PROVTYPECODE,VARCHAR2
2941,1,114,PROVTYPEDESC,VARCHAR2
2941,1,115,SERVICECODE,VARCHAR2
2941,1,116,SPECROLLUPCODE,VARCHAR2
2941,1,117,SPECROLLUPDESC,VARCHAR2
2941,1,118,NWKID,VARCHAR2
2941,1,119,NWKNAME,VARCHAR2
2941,1,120,INNWK,VARCHAR2
2941,1,121,NETWORKTYPE,VARCHAR2
2941,1,122,SERVICEUNITS,VARCHAR2
2941,1,123,PAIDAMT,NUMBER
2941,1,124,BILLEDAMT,NUMBER
2941,1,125,ALLOWEDAMT,NUMBER
2941,1,126,PPOSAVINGAMT,NUMBER
2941,1,127,ENRPAIDAMT,NUMBER
2941,1,128,COINSAMT,NUMBER
2941,1,129,COPAYAMT,NUMBER
2941,1,130,DEDUCTAMT,NUMBER
2941,1,131,NOTALLOWEDAMT,NUMBER
2941,1,132,COBAMT,NUMBER
2941,1,133,PLANEXCLAMT,NUMBER
2941,1,134,LABTESTDATA,VARCHAR2
2941,1,135,SICCODE,VARCHAR2
2941,1,136,SICDESC,VARCHAR2
2941,1,137,SSN,VARCHAR2
