LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2070,1,51,CZ3ACCFLG,VARCHAR2
2070,1,52,CZ3ACCTYP,VARCHAR2
2070,1,53,CZ3ACCDTE,DATE
2070,1,54,CZ3COPAY,Number
2070,1,55,CZ3COBPDO,Number
2070,1,56,CZ3COBRIN,Number
2070,1,57,CZ3COMOUT,Number
2070,1,58,CZ3DEDAMT,Number
2070,1,59,CZ3DEDCOD,VARCHAR2
2070,1,60,CZ3COIELG,Number
2070,1,61,CZ3COIPCT,Number
2070,1,62,CZ3COIPAT,Number
2070,1,63,CZ3COICOD,VARCHAR2
2070,1,64,CZ3OOPDOL,Number
2070,1,65,CZ3OOPCOD,VARCHAR2
2070,1,66,CZ3LFMXD1,Number
2070,1,67,CZ3LFMXC1,VARCHAR2
2070,1,68,CZ3LFMXD2,Number
2070,1,69,CZ3LFMXC2,VARCHAR2
2070,1,70,CZ3LFMXD3,Number
2070,1,71,CZ3LFMXC3,VARCHAR2
2070,1,72,CZ3LFMXD4,Number
2070,1,73,CZ3LFMXC4,VARCHAR2
2070,1,74,CZ3LFMXD5,Number
2070,1,75,CZ3LFMXC5,VARCHAR2
2070,1,76,CZ3INEL1,Number
2070,1,77,CZ3INELC1,VARCHAR2
2070,1,78,CZ3INEL2,Number
2070,1,79,CZ3INELC2,VARCHAR2
2070,1,80,CZ3SLSPEC,VARCHAR2
2070,1,81,CZ3SLAGGR,VARCHAR2
2070,1,82,CZ3PPODSC,Number
2070,1,83,CZ3PPOCOD,VARCHAR2
2070,1,84,CZ3UACDSC,Number
2070,1,85,CZ3PRECRT,Number
2070,1,86,CZ3TOTPAY,Number
2070,1,87,CZ3PAYDTE,DATE
2070,1,88,CZ3PRVAMT,Number
2070,1,89,CZ3PRBANK,VARCHAR2
2070,1,90,CZ3PROVCK,VARCHAR2
2070,1,91,CZ3PROVEB,VARCHAR2
2070,1,92,CZ3CLMAMT,Number
2070,1,93,CZ3CLBANK,VARCHAR2
2070,1,94,CZ3CLMCHK,VARCHAR2
2070,1,95,CZ3CLMEOB,VARCHAR2
2070,1,96,CZ3CLMRMK,VARCHAR2
2070,1,97,CZ3PRVRMK,VARCHAR2
2070,1,98,CZ3VOIDDT,DATE
2070,1,99,CZ3SERVSU,VARCHAR2
2070,1,100,CZ3CBCODE,VARCHAR2
2070,1,101,CZ3CBPERZ,VARCHAR2
2070,1,102,CZ3CBALLW,Number
2070,1,103,CZ3CBOOPA,Number
2070,1,104,CZ3CBPAYS,Number
2070,1,105,CZ3CBHIST,VARCHAR2
2070,1,106,CZ3CBBASI,VARCHAR2
2070,1,107,CZ3ANNAMT,Number
2070,1,108,CZ3ANNCOD,VARCHAR2
2070,1,109,CZ3OOPDL2,Number
2070,1,110,CZ3OOPCD2,VARCHAR2
2070,1,1,CZ3GROUP,VARCHAR2
2070,1,2,CZ3PARTIC,VARCHAR2
2070,1,3,CZ3SSN,VARCHAR2
2070,1,4,CZ3PLANID,VARCHAR2
2070,1,5,CZ3EMPFST,VARCHAR2
2070,1,6,CZ3EMPLST,VARCHAR2
2070,1,7,CZ3DEPREL,VARCHAR2
2070,1,8,CZ3DEPNO,VARCHAR2
2070,1,9,CZ3PATDOB,DATE
2070,1,10,CZ3PATSEX,VARCHAR2
2070,1,11,CZ3PATFST,VARCHAR2
2070,1,12,CZ3PATLST,VARCHAR2
2070,1,13,CZ3PATSSN,VARCHAR2
2070,1,14,CZ3COVERG,VARCHAR2
2070,1,15,CZ3RECVDT,DATE
2070,1,16,CZ3CLMNUM,VARCHAR2
2070,1,17,CZ3STATUS,VARCHAR2
2070,1,18,CZ3PROVID,VARCHAR2
2070,1,19,CZ3PROVSF,VARCHAR2
2070,1,20,CZ3PROVNM,VARCHAR2
2070,1,21,CZ3PRVAD1,VARCHAR2
2070,1,22,CZ3PRVAD2,VARCHAR2
2070,1,23,CZ3PRVCTY,VARCHAR2
2070,1,24,CZ3PRVSTA,VARCHAR2
2070,1,25,CZ3PRVZIP,VARCHAR2
2070,1,26,CZ3PRVTYP,VARCHAR2
2070,1,27,CZ3PRVSPC,VARCHAR2
2070,1,28,CZ3PRVREF,VARCHAR2
2070,1,29,CZ3DTSVFM,DATE
2070,1,30,CZ3DTSVTO,DATE
2070,1,31,CZ3PLSERV,VARCHAR2
2070,1,32,CZ3DIVIS,VARCHAR2
2070,1,33,CZ3DIAG1,VARCHAR2
2070,1,34,CZ3DIAG2,VARCHAR2
2070,1,35,CZ3DIAG3,VARCHAR2
2070,1,36,CZ3DIAG4,VARCHAR2
2070,1,37,CZ3DIAG5,VARCHAR2
2070,1,38,CZ3PROC,VARCHAR2
2070,1,39,CZ3MOD,VARCHAR2
2070,1,40,CZ3PROCDS,VARCHAR2
2070,1,41,CZ3SERVCD,VARCHAR2
2070,1,42,CZ3ALTPRC,VARCHAR2
2070,1,43,CZ3TOOTH,VARCHAR2
2070,1,44,CZ3TTHSUR,VARCHAR2
2070,1,45,CZ3UNITS,Number
2070,1,46,CZ3DRG,VARCHAR2
2070,1,47,CZ3MCSP,Number
2070,1,48,CZ3UBSTAT,VARCHAR2
2070,1,49,CZ3TIME,VARCHAR2
2070,1,50,CZ3CHARGE,Number
