LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1600,1,128,COINS_AMT,NUMBER
1600,1,129,CURR_CLM_IND,VARCHAR2
1600,1,130,LINE_STAT_CD,VARCHAR2
1600,1,131,DW_CLM_LINE_STAT,VARCHAR2
1600,1,132,ADMKEY,VARCHAR2
1600,1,133,ATP_CURR_CLM_IND,VARCHAR2
1600,1,134,ADMITDT2,VARCHAR2
1600,1,135,DISCHDT2,VARCHAR2
1600,1,136,TOS_CAT3_CD,VARCHAR2
1600,1,1,INT_CLM_NUM,VARCHAR2
1600,1,2,CLM_LINE_NUM,VARCHAR2
1600,1,3,PDDATE,VARCHAR2
1600,1,4,TYPE_SRV_CD,VARCHAR2
1600,1,5,SVCDT,VARCHAR2
1600,1,6,PROVID,VARCHAR2
1600,1,7,SPRV_SPEC_CD,VARCHAR2
1600,1,8,SPRV_TYPE_CD,VARCHAR2
1600,1,9,RPRV_NUM,VARCHAR2
1600,1,10,CURSUBID,VARCHAR2
1600,1,11,MEM_FIRST_NAME,VARCHAR2
1600,1,12,MEM_LAST_NAME,VARCHAR2
1600,1,13,PATDOB,VARCHAR2
1600,1,14,SEXCD,VARCHAR2
1600,1,15,MEM_REL_CD,VARCHAR2
1600,1,16,PCP_NUM,VARCHAR2
1600,1,17,CPT_PROC_CD,VARCHAR2
1600,1,18,CPT_PMOD1_CD,VARCHAR2
1600,1,19,ICD_DIAG1_CD,VARCHAR2
1600,1,20,DW_SRV_UNITS,NUMBER
1600,1,21,CHARGE_AMT,NUMBER
1600,1,22,PAID,NUMBER
1600,1,23,NETPAY,NUMBER
1600,1,24,PLACE_SRV_CD,VARCHAR2
1600,1,25,WITHAMT,NUMBER
1600,1,26,TOS_CAT1_CD,VARCHAR2
1600,1,27,TOS_CAT2_CD,VARCHAR2
1600,1,28,DRG_CD,VARCHAR2
1600,1,29,REVENUE_CD,VARCHAR2
1600,1,30,COPAY_AMT,NUMBER
1600,1,31,DEDUCT_AMT,NUMBER
1600,1,32,COBAMT,NUMBER
1600,1,33,PT_PENALTY_AMT,NUMBER
1600,1,34,CAP_IND,VARCHAR2
1600,1,35,REFCIRC,VARCHAR2
1600,1,36,ATPDATE,VARCHAR2
1600,1,37,NETWK_PROD_CD,VARCHAR2
1600,1,38,BCMBRNBR,VARCHAR2
1600,1,39,ADMITDT,VARCHAR2
1600,1,40,DISCHDT,VARCHAR2
1600,1,41,DISCH_STAT_CD,VARCHAR2
1600,1,42,SRC_IND,VARCHAR2
1600,1,43,RATE_STRUCT_CD,VARCHAR2
1600,1,44,HCFA_DRG_CD,VARCHAR2
1600,1,45,REF_AUTH_NUM,VARCHAR2
1600,1,46,UCP_AMT,NUMBER
1600,1,47,DW_NETWK_IND,VARCHAR2
1600,1,48,PCPTEAM,VARCHAR2
1600,1,49,SUBPROD_IND,VARCHAR2
1600,1,50,BPRVNUM,VARCHAR2
1600,1,51,CLMCLASS,VARCHAR2
1600,1,52,CLM_OPRV_NUM,VARCHAR2
1600,1,53,CLM_OPRV_NPI,VARCHAR2
1600,1,54,APR_DRG_CD,VARCHAR2
1600,1,55,APR_SOI,VARCHAR2
1600,1,56,APR_ROM,VARCHAR2
1600,1,57,SPROVNPI,VARCHAR2
1600,1,58,BPROVNPI,VARCHAR2
1600,1,59,PCP_NPI,VARCHAR2
1600,1,60,ICD_DIAG2_CD,VARCHAR2
1600,1,61,ICD_DIAG3_CD,VARCHAR2
1600,1,62,ICD_DIAG4_CD,VARCHAR2
1600,1,63,ICD_DIAG5_CD,VARCHAR2
1600,1,64,ICD_DIAG6_CD,VARCHAR2
1600,1,65,ICD_DIAG7_CD,VARCHAR2
1600,1,66,ICD_DIAG8_CD,VARCHAR2
1600,1,67,ICD_DIAG9_CD,VARCHAR2
1600,1,68,ICD_DIAG10_CD,VARCHAR2
1600,1,69,ICD_DIAG11_CD,VARCHAR2
1600,1,70,ICD_DIAG12_CD,VARCHAR2
1600,1,71,ICD_DIAG13_CD,VARCHAR2
1600,1,72,ICD_DIAG14_CD,VARCHAR2
1600,1,73,ICD_DIAG15_CD,VARCHAR2
1600,1,74,ICD_DIAG16_CD,VARCHAR2
1600,1,75,ICD_DIAG17_CD,VARCHAR2
1600,1,76,ICD_DIAG18_CD,VARCHAR2
1600,1,77,ICD_DIAG19_CD,VARCHAR2
1600,1,78,ICD_DIAG20_CD,VARCHAR2
1600,1,79,ICD_DIAG21_CD,VARCHAR2
1600,1,80,ICD_DIAG22_CD,VARCHAR2
1600,1,81,ICD_DIAG23_CD,VARCHAR2
1600,1,82,ICD_DIAG24_CD,VARCHAR2
1600,1,83,ICD_PROC1_CD,VARCHAR2
1600,1,84,ICD_PROC2_CD,VARCHAR2
1600,1,85,ICD_PROC3_CD,VARCHAR2
1600,1,86,ICD_PROC4_CD,VARCHAR2
1600,1,87,ICD_PROC5_CD,VARCHAR2
1600,1,88,ICD_PROC6_CD,VARCHAR2
1600,1,89,ICD_PROC7_CD,VARCHAR2
1600,1,90,ICD_PROC8_CD,VARCHAR2
1600,1,91,ICD_PROC9_CD,VARCHAR2
1600,1,92,ICD_PROC10_CD,VARCHAR2
1600,1,93,ICD_PROC11_CD,VARCHAR2
1600,1,94,ICD_PROC12_CD,VARCHAR2
1600,1,95,ICD_PROC13_CD,VARCHAR2
1600,1,96,ICD_PROC14_CD,VARCHAR2
1600,1,97,ICD_PROC15_CD,VARCHAR2
1600,1,98,ICD_PROC16_CD,VARCHAR2
1600,1,99,ICD_PROC17_CD,VARCHAR2
1600,1,100,ICD_PROC18_CD,VARCHAR2
1600,1,101,ICD_PROC19_CD,VARCHAR2
1600,1,102,ICD_PROC20_CD,VARCHAR2
1600,1,103,POA_ICD_DIAG1_IND,VARCHAR2
1600,1,104,POA_ICD_DIAG2_IND,VARCHAR2
1600,1,105,POA_ICD_DIAG3_IND,VARCHAR2
1600,1,106,POA_ICD_DIAG4_IND,VARCHAR2
1600,1,107,POA_ICD_DIAG5_IND,VARCHAR2
1600,1,108,POA_ICD_DIAG6_IND,VARCHAR2
1600,1,109,POA_ICD_DIAG7_IND,VARCHAR2
1600,1,110,POA_ICD_DIAG8_IND,VARCHAR2
1600,1,111,POA_ICD_DIAG9_IND,VARCHAR2
1600,1,112,POA_ICD_DIAG10_IND,VARCHAR2
1600,1,113,POA_ICD_DIAG11_IND,VARCHAR2
1600,1,114,POA_ICD_DIAG12_IND,VARCHAR2
1600,1,115,POA_ICD_DIAG13_IND,VARCHAR2
1600,1,116,POA_ICD_DIAG14_IND,VARCHAR2
1600,1,117,POA_ICD_DIAG15_IND,VARCHAR2
1600,1,118,POA_ICD_DIAG16_IND,VARCHAR2
1600,1,119,POA_ICD_DIAG17_IND,VARCHAR2
1600,1,120,POA_ICD_DIAG18_IND,VARCHAR2
1600,1,121,POA_ICD_DIAG19_IND,VARCHAR2
1600,1,122,POA_ICD_DIAG20_IND,VARCHAR2
1600,1,123,POA_ICD_DIAG21_IND,VARCHAR2
1600,1,124,POA_ICD_DIAG22_IND,VARCHAR2
1600,1,125,POA_ICD_DIAG23_IND,VARCHAR2
1600,1,126,POA_ICD_DIAG24_IND,VARCHAR2
1600,1,127,HCPCS_PROC_CD,VARCHAR2
