LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
4546,1,82,DELV_PROV_TYP_CD,VARCHAR2
4546,1,81,DELV_PROV_CAT_CD,VARCHAR2
4546,1,83,REFRNG_PROV_TAX_ID_CD,VARCHAR2
4546,1,84,REFRNG_PROV_NAME,VARCHAR2
4546,1,85,REFRL_IND,VARCHAR2
4546,1,86,PROV_RELSHP_TYP_CD,VARCHAR2
4546,1,87,HOSP_DAY_CNT,NUMBER
4546,1,88,BILLD_UNIT_CNT,NUMBER
4546,1,89,BILLD_CHRG_AMT,NUMBER
4546,1,90,BILLD_COVD_AMT,NUMBER
4546,1,91,PROV_ALWD_AMT,NUMBER
4546,1,92,PD_WO_ITS_AMT,NUMBER
4546,1,93,PD_AMT,NUMBER
4546,1,94,DED_AMT,NUMBER
4546,1,95,COIN_AMT,NUMBER
4546,1,96,COPAYMT_AMT,NUMBER
4546,1,97,COB_SAVGS_AMT,NUMBER
4546,1,98,ITS_ACC_FEE_AMT,NUMBER
4546,1,99,ITS_SURCHRG_AMT,NUMBER
4546,1,100,INELIG_AMT,NUMBER
4546,1,101,DISC_AMT,VARCHAR2
4546,1,102,RSK_WTHD_AMT,NUMBER
4546,1,103,OTH_PAYR_COVD_AMT,NUMBER
4546,1,33,DSCHRG_DT,DATE
4546,1,34,CLM_PD_ADJST_CD,VARCHAR2
4546,1,35,NTWK_AREA_IND,VARCHAR2
4546,1,36,SVCG_PROV_IN_NTWK_CD,VARCHAR2
4546,1,37,DIAG_CD_1,VARCHAR2
4546,1,38,DIAG_CD_2,VARCHAR2
4546,1,39,DIAG_CD_3,VARCHAR2
4546,1,40,DIAG_CD_4,VARCHAR2
4546,1,41,DIAG_CD_5,VARCHAR2
4546,1,42,ICD_PRCDR_CD_1,VARCHAR2
4546,1,43,ICD_PRCDR_CD_2,VARCHAR2
4546,1,44,ICD_PRCDR_CD_3,VARCHAR2
4546,1,45,ICD_PRCDR_CD_4,VARCHAR2
4546,1,46,ICD_VRSN_CD,VARCHAR2
