#############NEW RUN STARTED#############
#############NEW RUN STARTED#############
rx_layout1066.csv rx_layout104.csv 0.372345578534
rx_layout1066.csv rx_layout1044.csv 0.386523231151
rx_layout1066.csv rx_layout1046.csv 0.562916306536
rx_layout1066.csv rx_layout1047.csv 0
rx_layout1066.csv rx_layout1059.csv 0.59608198784
rx_layout1066.csv rx_layout1063.csv 0.547462374425
rx_layout1066.csv rx_layout1066.csv 1.0
rx_layout1066.csv rx_layout1074.csv 0.435319816099
rx_layout1066.csv rx_layout1075.csv 0.435319816099
rx_layout1066.csv rx_layout1077.csv 0.40627988789
rx_layout1066.csv rx_layout1080.csv 0.45296111251
rx_layout1066.csv rx_layout1083.csv 0.452976324363
rx_layout1066.csv rx_layout1089.csv 0.413731661975
rx_layout1066.csv rx_layout1094.csv 0.420968180072
rx_layout1066.csv rx_layout1107.csv 0.413738771515
rx_layout1066.csv rx_layout1109.csv 0
rx_layout1066.csv rx_layout1121.csv 0.464336607969
rx_layout1074.csv rx_layout100.csv 0.385573432123
rx_layout1074.csv rx_layout1002.csv 0
rx_layout1074.csv rx_layout1003.csv 0
rx_layout1074.csv rx_layout1004.csv 0.332357550698
rx_layout1074.csv rx_layout1005.csv 0
rx_layout1074.csv rx_layout1013.csv 0.393192337677
rx_layout1074.csv rx_layout1014.csv 0.286617338523
rx_layout1074.csv rx_layout1016.csv 0
rx_layout1074.csv rx_layout104.csv 0.368581938258
rx_layout1074.csv rx_layout1044.csv 0.356426228489
rx_layout1074.csv rx_layout1046.csv 0.436895892259
rx_layout1074.csv rx_layout1047.csv 0
rx_layout1074.csv rx_layout1059.csv 0.451051631105
rx_layout1074.csv rx_layout1063.csv 0.421824079379
rx_layout1074.csv rx_layout1066.csv 0.423056896436
rx_layout1074.csv rx_layout1074.csv 1.0
rx_layout1074.csv rx_layout1075.csv 1.0
rx_layout1074.csv rx_layout1077.csv 0.347691230047
rx_layout1074.csv rx_layout1080.csv 0.441067819313
rx_layout1074.csv rx_layout1083.csv 0.377479946795
rx_layout1074.csv rx_layout1089.csv 0.399317978297
rx_layout1074.csv rx_layout1094.csv 0.376763772361
rx_layout1074.csv rx_layout1107.csv 0.377621421788
rx_layout1074.csv rx_layout1109.csv 0
rx_layout1074.csv rx_layout1121.csv 0.409090732926
rx_layout1075.csv rx_layout100.csv 0.385573432123
rx_layout1075.csv rx_layout1002.csv 0
rx_layout1075.csv rx_layout1003.csv 0
rx_layout1075.csv rx_layout1004.csv 0.332357550698
rx_layout1075.csv rx_layout1005.csv 0
rx_layout1075.csv rx_layout1013.csv 0.393192337677
rx_layout1075.csv rx_layout1014.csv 0.286617338523
rx_layout1075.csv rx_layout1016.csv 0
rx_layout1075.csv rx_layout104.csv 0.368581938258
rx_layout1075.csv rx_layout1044.csv 0.356426228489
rx_layout1075.csv rx_layout1046.csv 0.436895892259
rx_layout1075.csv rx_layout1047.csv 0
rx_layout1075.csv rx_layout1059.csv 0.451051631105
rx_layout1075.csv rx_layout1063.csv 0.421824079379
rx_layout1075.csv rx_layout1066.csv 0.423056896436
rx_layout1075.csv rx_layout1074.csv 1.0
rx_layout1075.csv rx_layout1075.csv 1.0
rx_layout1075.csv rx_layout1077.csv 0.347691230047
rx_layout1075.csv rx_layout1080.csv 0.441067819313
rx_layout1075.csv rx_layout1083.csv 0.377479946795
rx_layout1075.csv rx_layout1089.csv 0.399317978297
rx_layout1075.csv rx_layout1094.csv 0.376763772361
rx_layout1075.csv rx_layout1107.csv 0.377621421788
rx_layout1075.csv rx_layout1109.csv 0
rx_layout1075.csv rx_layout1121.csv 0.409090732926
rx_layout1077.csv rx_layout100.csv 0.435460486709
rx_layout1077.csv rx_layout1002.csv 0.388025363694
rx_layout1077.csv rx_layout1003.csv 0
rx_layout1077.csv rx_layout1004.csv 0
rx_layout1077.csv rx_layout1005.csv 0
rx_layout1077.csv rx_layout1013.csv 0
rx_layout1077.csv rx_layout1014.csv 0
rx_layout1077.csv rx_layout1016.csv 0
rx_layout1077.csv rx_layout104.csv 0.436161158513
rx_layout1077.csv rx_layout1044.csv 0.448642607148
rx_layout1077.csv rx_layout1046.csv 0.394792015783
rx_layout1077.csv rx_layout1047.csv 0.404360475202
rx_layout1077.csv rx_layout1059.csv 0.425116119619
rx_layout1077.csv rx_layout1063.csv 0.406629774276
rx_layout1077.csv rx_layout1066.csv 0.373028770226
rx_layout1077.csv rx_layout1074.csv 0.335378593561
rx_layout1077.csv rx_layout1075.csv 0.335378593561
rx_layout1077.csv rx_layout1077.csv 1.0
rx_layout1077.csv rx_layout1080.csv 0.431924666438
rx_layout1077.csv rx_layout1083.csv 0.471171420778
rx_layout1077.csv rx_layout1089.csv 0
rx_layout1077.csv rx_layout1094.csv 0.48549983928
rx_layout1077.csv rx_layout1107.csv 0
rx_layout1077.csv rx_layout1109.csv 0
rx_layout1077.csv rx_layout1121.csv 0.312288999606
rx_layout1080.csv rx_layout100.csv 0.388879358224
rx_layout1080.csv rx_layout1002.csv 0
rx_layout1080.csv rx_layout1003.csv 0
rx_layout1080.csv rx_layout1004.csv 0.33309499499
rx_layout1080.csv rx_layout1005.csv 0
rx_layout1080.csv rx_layout1013.csv 0.438032118522
rx_layout1080.csv rx_layout1014.csv 0.288212580698
rx_layout1080.csv rx_layout1016.csv 0
rx_layout1080.csv rx_layout104.csv 0.360251737041
rx_layout1080.csv rx_layout1044.csv 0.398278480351
rx_layout1080.csv rx_layout1046.csv 0.467120310431
rx_layout1080.csv rx_layout1047.csv 0
rx_layout1080.csv rx_layout1059.csv 0.548598846753
rx_layout1080.csv rx_layout1063.csv 0.482861050029
