LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3259,1,2,BUSENDDATE,DATE,YYYY-MM-DD,200,264542,201,400,Puspa Bista,,,,DATE,,
3259,1,3,JOBID,VARCHAR2,NA,200,264543,401,600,Puspa Bista,,,,VARCHAR2,,
3259,1,4,FEEDRECORDID,VARCHAR2,NA,200,264544,601,800,Puspa Bista,,,,VARCHAR2,,
3259,1,5,CREATEDDATE,DATE,YYYY-MM-DD,200,264545,801,1000,Puspa Bista,,,,DATE,,
3259,1,6,L_SID,VARCHAR2,NA,200,264546,1001,1200,Puspa Bista,,,,VARCHAR2,,
3259,1,8,CLMNBRD,VARCHAR2,NA,200,264548,1401,1600,Puspa Bista,,,,VARCHAR2,,
3259,1,9,CLMNBR,VARCHAR2,NA,200,264549,1601,1800,Puspa Bista,,,,VARCHAR2,,25
3259,1,10,LINENBR,VARCHAR2,NA,200,264550,1801,2000,Puspa Bista,,,,VARCHAR2,,
3259,1,11,FROMDT,DATE,MM/DD/YYYY,200,264551,2001,2200,Puspa Bista,,,,DATE,,47
3259,1,12,ENDDT,DATE,MM/DD/YYYY,200,264552,2201,2400,Puspa Bista,,,,DATE,,
3259,1,14,SRVYR,VARCHAR2,NA,200,264554,2601,2800,Puspa Bista,,,,VARCHAR2,,
3259,1,15,SRVQTR,VARCHAR2,NA,200,264555,2801,3000,Puspa Bista,,,,VARCHAR2,,
3259,1,16,SRVMT,VARCHAR2,NA,200,264556,3001,3200,Puspa Bista,,,,VARCHAR2,,
3259,1,17,CPTCDD,VARCHAR2,NA,200,264557,3201,3400,Puspa Bista,,,,VARCHAR2,,41
3259,1,19,CPTMODD,VARCHAR2,NA,200,264559,3601,3800,Puspa Bista,,,,VARCHAR2,,
3259,1,20,BILLUNIT,NUMBER,NA,200,264560,3801,4000,Puspa Bista,,,,NUMBER,,
3259,1,21,PAIDUNIT,NUMBER,NA,200,264561,4001,4200,Puspa Bista,,,,NUMBER,,
3259,1,22,PATPYAMT,NUMBER,NA,200,264562,4201,4400,Puspa Bista,,,,NUMBER,,
