LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3356,1,51,SPECDESC,VARCHAR2,NA,200,270160,10001,10200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,159,UDFC7,VARCHAR2,NA,200,270268,31601,31800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,160,UDFC8,VARCHAR2,NA,200,270269,31801,32000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,162,UDFC10,VARCHAR2,NA,200,270271,32201,32400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,163,UDFC11,VARCHAR2,NA,200,270272,32401,32600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,164,UDFC12,VARCHAR2,NA,200,270273,32601,32800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,165,UDFC13,VARCHAR2,NA,200,270274,32801,33000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,166,UDFC14,VARCHAR2,NA,200,270275,33001,33200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,167,UDFC15,VARCHAR2,NA,200,270276,33201,33400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,168,UDFC16,VARCHAR2,NA,200,270277,33401,33600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,169,UDFC17,VARCHAR2,NA,200,270278,33601,33800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,170,UDFC18,VARCHAR2,NA,200,270279,33801,34000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,171,UDFC19,VARCHAR2,NA,200,270280,34001,34200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,172,UDFC20,VARCHAR2,NA,200,270281,34201,34400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,174,UDFD2,TIMESTAMP,yyyy-mm-dd hh24:mi:ss.ff,200,270283,34601,34800,Shreeya Baidya,,,,DATE,,
3356,1,175,UDFD3,TIMESTAMP,yyyy-mm-dd hh24:mi:ss.ff,200,270284,34801,35000,Shreeya Baidya,,,,DATE,,
3356,1,176,UDFD4,TIMESTAMP,yyyy-mm-dd hh24:mi:ss.ff,200,270285,35001,35200,Shreeya Baidya,,,,DATE,,
3356,1,177,UDFD5,TIMESTAMP,yyyy-mm-dd hh24:mi:ss.ff,200,270286,35201,35400,Shreeya Baidya,,,,DATE,,
3356,1,178,UDFN1,NUMBER,NA,200,270287,35401,35600,Shreeya Baidya,,,,NUMBER,,
3356,1,179,UDFN2,NUMBER,NA,200,270288,35601,35800,Shreeya Baidya,,,,NUMBER,,
3356,1,180,UDFN3,NUMBER,NA,200,270289,35801,36000,Shreeya Baidya,,,,NUMBER,,
3356,1,181,UDFN4,NUMBER,NA,200,270290,36001,36200,Shreeya Baidya,,,,NUMBER,,
3356,1,182,UDFN5,NUMBER,NA,200,270291,36201,36400,Shreeya Baidya,,,,NUMBER,,
3356,1,183,UDFN6,NUMBER,NA,200,270292,36401,36600,Shreeya Baidya,,,,NUMBER,,
3356,1,185,UDFN8,NUMBER,NA,200,270294,36801,37000,Shreeya Baidya,,,,NUMBER,,
3356,1,186,UDFN9,NUMBER,NA,200,270295,37001,37200,Shreeya Baidya,,,,NUMBER,,
3356,1,187,UDFN10,NUMBER,NA,200,270296,37201,37400,Shreeya Baidya,,,,NUMBER,,
3356,1,188,UDFN11,NUMBER,NA,200,270297,37401,37600,Shreeya Baidya,,,,NUMBER,,
3356,1,189,UDFN12,NUMBER,NA,200,270298,37601,37800,Shreeya Baidya,,,,NUMBER,,
3356,1,190,UDFN13,NUMBER,NA,200,270299,37801,38000,Shreeya Baidya,,,,NUMBER,,
3356,1,191,UDFN14,NUMBER,NA,200,270300,38001,38200,Shreeya Baidya,,,,NUMBER,,
3356,1,192,UDFN15,NUMBER,NA,200,270301,38201,38400,Shreeya Baidya,,,,NUMBER,,
3356,1,193,UDFN16,NUMBER,NA,200,270302,38401,38600,Shreeya Baidya,,,,NUMBER,,
3356,1,194,UDFN17,NUMBER,NA,200,270303,38601,38800,Shreeya Baidya,,,,NUMBER,,
3356,1,195,UDFN18,NUMBER,NA,200,270304,38801,39000,Shreeya Baidya,,,,NUMBER,,
3356,1,196,UDFN19,NUMBER,NA,200,270305,39001,39200,Shreeya Baidya,,,,NUMBER,,
3356,1,197,UDFN20,NUMBER,NA,200,270306,39201,39400,Shreeya Baidya,,,,NUMBER,,
3356,1,198,VH_LVL_ID,VARCHAR2,NA,200,270307,39401,39600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,199,PAIDDAYS,NUMBER,NA,200,270308,39601,39800,Shreeya Baidya,,,,NUMBER,,
3356,1,200,EMP_NBR,VARCHAR2,NA,200,270309,39801,40000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,201,MEDELIGCATID,NUMBER,NA,200,270310,40001,40200,Shreeya Baidya,,,,NUMBER,,
3356,1,52,DIAGCODE,VARCHAR2,NA,200,270161,10201,10400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,53,DIAGDESC,VARCHAR2,NA,200,270162,10401,10600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,54,FIRSTDIAGCODE,VARCHAR2,NA,200,270163,10601,10800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,55,FIRSTDIAGDESC,VARCHAR2,NA,200,270164,10801,11000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,56,SECONDDIAGCODE,VARCHAR2,NA,200,270165,11001,11200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,57,SECONDDIAGDESC,VARCHAR2,NA,200,270166,11201,11400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,58,THIRDDIAGCODE,VARCHAR2,NA,200,270167,11401,11600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,59,THIRDDIAGDESC,VARCHAR2,NA,200,270168,11601,11800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,60,FOURTHDIAGCODE,VARCHAR2,NA,200,270169,11801,12000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,61,FOURTHDIAGDESC,VARCHAR2,NA,200,270170,12001,12200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,62,FIFTHDIAGCODE,VARCHAR2,NA,200,270171,12201,12400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,63,FIFTHDIAGDESC,VARCHAR2,NA,200,270172,12401,12600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,64,SIXTHDIAGCODE,VARCHAR2,NA,200,270173,12601,12800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,65,SIXTHDIAGDESC,VARCHAR2,NA,200,270174,12801,13000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,66,SEVENTHDIAGCODE,VARCHAR2,NA,200,270175,13001,13200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,67,SEVENTHDIAGDESC,VARCHAR2,NA,200,270176,13201,13400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,68,EIGHTHDIAGCODE,VARCHAR2,NA,200,270177,13401,13600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,69,EIGHTHDIAGDESC,VARCHAR2,NA,200,270178,13601,13800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,70,NINTHDIAGCODE,VARCHAR2,NA,200,270179,13801,14000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,71,NINTHDIAGDESC,VARCHAR2,NA,200,270180,14001,14200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,73,TENTHDIAGDESC,VARCHAR2,NA,200,270182,14401,14600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,74,PROCTYPE,VARCHAR2,NA,200,270183,14601,14800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,75,PROCCODE,VARCHAR2,NA,200,270184,14801,15000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,76,PROCDESC,VARCHAR2,NA,200,270185,15001,15200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,77,REVCODE,VARCHAR2,NA,200,270186,15201,15400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,78,DRGCODE,VARCHAR2,NA,200,270187,15401,15600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,79,MODIFIERCODE,VARCHAR2,NA,200,270188,15601,15800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,80,MODIFIERDESC,VARCHAR2,NA,200,270189,15801,16000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,81,CPT4_1,VARCHAR2,NA,200,270190,16001,16200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,82,CPT4_2,VARCHAR2,NA,200,270191,16201,16400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,83,CPT4_3,VARCHAR2,NA,200,270192,16401,16600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,84,HCPCS,VARCHAR2,NA,200,270193,16601,16800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,85,CPTII,VARCHAR2,NA,200,270194,16801,17000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,86,MODIFIERCODE2,VARCHAR2,NA,200,270195,17001,17200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,87,REVCODE1,VARCHAR2,NA,200,270196,17201,17400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,88,REVCODE2,VARCHAR2,NA,200,270197,17401,17600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,89,REVCODE4,VARCHAR2,NA,200,270198,17601,17800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,90,REVCODE3,VARCHAR2,NA,200,270199,17801,18000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,91,REVCODE5,VARCHAR2,NA,200,270200,18001,18200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,92,ICD9PROCCODE1,VARCHAR2,NA,200,270201,18201,18400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,93,ICD9PROCCODE2,VARCHAR2,NA,200,270202,18401,18600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,94,ICD9PROCCODE3,VARCHAR2,NA,200,270203,18601,18800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,95,ICD9PROCCODE4,VARCHAR2,NA,200,270204,18801,19000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,97,ICD9PROCCODE6,VARCHAR2,NA,200,270206,19201,19400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,98,DRGTYPE,VARCHAR2,NA,200,270207,19401,19600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,99,DRGIDENTIFIER,VARCHAR2,NA,200,270208,19601,19800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,100,IPDAYS,NUMBER,NA,200,270209,19801,20000,Shreeya Baidya,,,,NUMBER,,
3356,1,101,DISCHSTATUS,VARCHAR2,NA,200,270210,20001,20200,Shreeya Baidya,,,,VARCHAR2,,
3356,1,102,TYPEOFBILL,VARCHAR2,NA,200,270211,20201,20400,Shreeya Baidya,,,,VARCHAR2,,
3356,1,103,CLAIMSTATUS,VARCHAR2,NA,200,270212,20401,20600,Shreeya Baidya,,,,VARCHAR2,,
3356,1,104,ADJCODE,VARCHAR2,NA,200,270213,20601,20800,Shreeya Baidya,,,,VARCHAR2,,
3356,1,105,PROVID,VARCHAR2,NA,200,270214,20801,21000,Shreeya Baidya,,,,VARCHAR2,,
3356,1,106,PROVNAME,VARCHAR2,NA,200,270215,21001,21200,Shreeya Baidya,,,,VARCHAR2,,
