LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2566,1,1,ACCT_1,VARCHAR2
2566,1,2,COMP_NM,VARCHAR2
2566,1,3,EE_SSN,VARCHAR2
2566,1,4,EE_ID,VARCHAR2
2566,1,5,EE_FNM,VARCHAR2
2566,1,6,EE_LNM,VARCHAR2
2566,1,7,EE_GEN,VARCHAR2
2566,1,8,EE_DOB,DATE
2566,1,9,EE_ADDR1,VARCHAR2
2566,1,10,EE_CITY,VARCHAR2
2566,1,11,EE_STATE,VARCHAR2
2566,1,12,EE_ZIP,VARCHAR2
2566,1,13,EE_ZIP_3,VARCHAR2
2566,1,14,MEM_SSN,VARCHAR2
2566,1,15,MEM_ID,VARCHAR2
2566,1,16,MEM_FNM,VARCHAR2
2566,1,17,MEM_LNM,VARCHAR2
2566,1,18,MEM_GEN,VARCHAR2
2566,1,19,MEM_DOB,DATE
2566,1,20,MEM_ZIP,VARCHAR2
2566,1,21,MEM_ZIP_3,VARCHAR2
2566,1,22,MEM_DEP_NUM,VARCHAR2
2566,1,23,MEM_REL,VARCHAR2
2566,1,24,MEM_AON_ID,VARCHAR2
2566,1,25,MEM_COV_TYP,VARCHAR2
2566,1,26,MEM_PROD_CD,VARCHAR2
2566,1,27,MEM_PROD_DES,VARCHAR2
2566,1,28,MEM_COV_START_DTE,DATE
2566,1,29,MEM_COV_END_DTE,DATE
2566,1,30,MEM_STAT_CD,VARCHAR2
2566,1,31,MEM_COV_CLS,VARCHAR2
2566,1,32,MEM_COB_IND,VARCHAR2
2566,1,33,MEM_HIR_DTE,DATE
2566,1,34,MEM_COV_EFF_DTE,DATE
2566,1,35,MEM_ELIG_AS_OF_DTE,DATE
