LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
648,1,1,ROW_ID,VARCHAR2
648,1,2,SOURCE,VARCHAR2
648,1,3,MEMID,VARCHAR2
648,1,4,ENRID,VARCHAR2
648,1,5,RELFLAG,VARCHAR2
648,1,6,MEMFIRSTNAME,VARCHAR2
648,1,7,MEMLASTNAME,VARCHAR2
648,1,8,GENDER,VARCHAR2
648,1,9,DOB,Date
648,1,10,ADDR1,VARCHAR2
648,1,11,ADDR2,VARCHAR2
648,1,12,CITY,VARCHAR2
648,1,13,STATE,VARCHAR2
648,1,14,ZIP,VARCHAR2
648,1,15,HOMEPHONE,VARCHAR2
648,1,16,WORKPHONE,VARCHAR2
648,1,17,COVTYPEID,VARCHAR2
648,1,18,COVTYPEDESC,VARCHAR2
648,1,19,EFFDATE,Date
648,1,20,TERMDATE,Date
648,1,21,LVLID1,VARCHAR2
648,1,22,LVLDESC1,VARCHAR2
648,1,23,LVLID2,VARCHAR2
648,1,24,LVLDESC2,VARCHAR2
648,1,25,LVLID3,VARCHAR2
648,1,26,LVLDESC3,VARCHAR2
648,1,27,SSN,VARCHAR2
648,1,28,BENCOVTYPE,VARCHAR2
648,1,29,BENCOVTYPEDESC,VARCHAR2
648,1,30,EMP_NBR,VARCHAR2
