LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2058,1,1,EMPLOYER_CD,VARCHAR2
2058,1,2,SSN,VARCHAR2
2058,1,3,EXTERNAL_NO,VARCHAR2
2058,1,4,DEP_NO,VARCHAR2
2058,1,5,RELATION,VARCHAR2
2058,1,6,DEP_SSN,VARCHAR2
2058,1,7,FIRST_NAME,VARCHAR2
2058,1,8,MIDDLE_NAME,VARCHAR2
2058,1,9,LAST_NAME,VARCHAR2
2058,1,10,SUFFIX,VARCHAR2
2058,1,11,ADDRESS1,VARCHAR2
2058,1,12,ADDRESS2,VARCHAR2
2058,1,13,CITY,VARCHAR2
2058,1,14,STATE,VARCHAR2
2058,1,15,ZIP,VARCHAR2
2058,1,16,HOME_PHONE,VARCHAR2
2058,1,17,SEX,VARCHAR2
2058,1,18,AGE,VARCHAR2
2058,1,19,BIRTH_DATE,DATE
2058,1,20,HIRE_DATE,DATE
2058,1,21,TERM_DATE,DATE
2058,1,22,ID_NUMBER,VARCHAR2
2058,1,23,ANNUAL_SALARY,NUMBER
2058,1,24,BENEFIT_SALARY,NUMBER
2058,1,25,PAYPERIODS,VARCHAR2
2058,1,26,HRS_PER_PERIOD,VARCHAR2
2058,1,27,OCCUPATION,VARCHAR2
2058,1,28,EXEMPT,VARCHAR2
2058,1,29,FTPT,VARCHAR2
2058,1,30,EFF_FROM,DATE
2058,1,31,EFF_THRU,DATE
2058,1,32,LEVEL1,VARCHAR2
2058,1,33,LEVEL1_DESC,VARCHAR2
2058,1,34,LEVEL2,VARCHAR2
2058,1,35,LEVEL2_DESC,VARCHAR2
2058,1,36,LEVEL3,VARCHAR2
2058,1,37,LEVEL3_DESC,VARCHAR2
2058,1,38,LEVEL4,VARCHAR2
2058,1,39,LEVEL4_DESC,VARCHAR2
2058,1,40,PLAN,VARCHAR2
2058,1,41,PLAN_DESC,VARCHAR2
2058,1,42,COVERAGE,VARCHAR2
2058,1,43,COVERAGE_DESC,VARCHAR2
2058,1,44,COBRA,VARCHAR2
2058,1,45,PLAN_TYPE,VARCHAR2
2058,1,46,EMPLOYER_COST,NUMBER
2058,1,47,VOLUME,VARCHAR2
2058,1,48,EMPLOYEE_COST,NUMBER
2058,1,49,DEDUCTIONCD,VARCHAR2
2058,1,50,PCP_WEB_KEY,VARCHAR2
2058,1,51,PCP_ADMIN_ID,VARCHAR2
2058,1,52,PCP_NAME,VARCHAR2
2058,1,53,PCP_PROV_NETWORK_CODE,VARCHAR2
2058,1,54,REQUEST_VOLUME,VARCHAR2
2058,1,55,ANNUAL_FLEX,VARCHAR2
2058,1,56,LAW_FIRM,VARCHAR2
2058,1,57,MARITAL_STAT,VARCHAR2
2058,1,58,MARRIAGE_DATE,DATE
2058,1,59,OCCUPATION_TEXT,VARCHAR2
2058,1,60,PARTNER,VARCHAR2
2058,1,61,SMOKER,VARCHAR2
2058,1,62,SENIORITY_DATE,DATE
2058,1,63,EMAIL,VARCHAR2
2058,1,64,CONTACTGUIDELINE,VARCHAR2
2058,1,65,IMPUTED_INCOME,NUMBER
2058,1,66,TERM_REASON,VARCHAR2
2058,1,67,ORIGINAL_HIRE_DATE,DATE
2058,1,68,ORIGINAL_TERM_DATE,DATE
2058,1,69,ER_COST,NUMBER
2058,1,70,SRC_LANGUAGE,VARCHAR2
2058,1,71,ALTERNATE_EMAIL,VARCHAR2
2058,1,72,ALTERNATE_HOME_PHONE,VARCHAR2
2058,1,73,ALTERNATE_MOBILE_PHONE,VARCHAR2
2058,1,74,ALTERNATE_WORK_PHONE,VARCHAR2
2058,1,75,WORK_PHONE,VARCHAR2
2058,1,76,MOBILE_PHONE,VARCHAR2
2058,1,77,ALT_ID,VARCHAR2
