LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
708,1,1,main_group,VARCHAR2
708,1,2,sectionid,VARCHAR2
708,1,3,pkg_cd,VARCHAR2
708,1,4,dept_code,VARCHAR2
708,1,5,subscriber_ccid,VARCHAR2
708,1,6,subscriber_ssn,VARCHAR2
708,1,7,member_ssn,VARCHAR2
708,1,8,member_last_name,VARCHAR2
708,1,9,member_first_name,VARCHAR2
708,1,10,sex_relation_code,VARCHAR2
708,1,11,member_date_of_birth,DATE
708,1,12,member_effective_date,DATE
708,1,13,member_cancel_date,DATE
708,1,14,contract_type,VARCHAR2
708,1,15,subscriber_city,VARCHAR2
708,1,16,subscriber_state,VARCHAR2
708,1,17,subscriber_zip_code,VARCHAR2
708,1,18,subscriber_address,VARCHAR2
