LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
42,1,1,MEMID,VARCHAR2
42,1,2,ENRID,VARCHAR2
42,1,3,RELFLAG,VARCHAR2
42,1,4,MEMFIRSTNAME,VARCHAR2
42,1,5,MEMLASTNAME,VARCHAR2
42,1,6,GENDER,VARCHAR2
42,1,7,DOB,DATE
42,1,8,ADDR1,VARCHAR2
42,1,9,ADDR2,VARCHAR2
42,1,10,CITY,VARCHAR2
42,1,11,STATE,VARCHAR2
42,1,12,ZIP,VARCHAR2
42,1,13,HOMEPHONE,VARCHAR2
42,1,14,WORKPHONE,VARCHAR2
42,1,15,COVTYPEID,VARCHAR2
42,1,16,COVTYPEDESC,VARCHAR2
42,1,17,EFFDATE,DATE
42,1,18,TERMDATE,DATE
42,1,19,CMSTATUS,VARCHAR2
42,1,20,PCPID,VARCHAR2
42,1,21,PCPNAME,VARCHAR2
42,1,22,STATUS,VARCHAR2
42,1,23,PLANTYPE,VARCHAR2
42,1,24,PLANNAME,VARCHAR2
42,1,25,LOCATIONCODE,VARCHAR2
42,1,26,PARTTIMEFULLTIMEINDICATOR,VARCHAR2
42,2,1,DATABEGINDATE,DATE
42,2,2,DATAENDDATE,DATE
42,2,3,RECORDCOUNT,NUMBER
42,2,4,MEMBERCOUNT,NUMBER
42,2,5,EMPLOYEECOUNT,NUMBER
