LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2475,1,82,VH_LVL_ID,VARCHAR2
2475,1,83,ELIG_BEGIN_DATE,DATE
2475,1,84,ELIG_LAST_DATE,DATE
2475,1,85,ELIG_BEGIN_DTE,DATE
2475,1,86,END_DTE,DATE
2475,1,87,FOM_DTE,DATE
2475,1,88,ELIG_FLAG,VARCHAR2
2475,1,89,EMP_NBR,VARCHAR2
2475,1,90,MEDELIGCATID,VARCHAR2
2475,1,91,PRODUCTID,VARCHAR2
2475,1,92,SRCRELFLAG,VARCHAR2
2475,1,93,COVERAGESTATUS,VARCHAR2
2475,1,94,PLANTYPE,VARCHAR2
2475,1,95,PLANNAME,VARCHAR2
2475,1,96,EMPSTATUSCODE,VARCHAR2
2475,1,97,EMPSTATUSDESC,VARCHAR2
2475,1,98,MCAID1,VARCHAR2
2475,1,99,EligCat,VARCHAR2
2475,1,100,OREC,VARCHAR2
2475,1,101,CountyCode,VARCHAR2
2475,1,102,COUNTYDESCRIPTION,VARCHAR2
2475,1,1,ROW_ID,VARCHAR2
2475,1,2,SOURCE,VARCHAR2
2475,1,3,MEMID,VARCHAR2
2475,1,4,ENRID,VARCHAR2
2475,1,5,RELFLAG,VARCHAR2
2475,1,6,MEMFIRSTNAME,VARCHAR2
2475,1,7,MEMLASTNAME,VARCHAR2
2475,1,8,GENDER,VARCHAR2
2475,1,9,DOB,DATE
2475,1,10,ADDR1,VARCHAR2
2475,1,11,ADDR2,VARCHAR2
2475,1,12,CITY,VARCHAR2
2475,1,13,STATE,VARCHAR2
2475,1,14,ZIP,VARCHAR2
2475,1,15,HOMEPHONE,VARCHAR2
2475,1,16,WORKPHONE,VARCHAR2
2475,1,17,COVTYPEID,VARCHAR2
2475,1,18,COVTYPEDESC,VARCHAR2
2475,1,19,EFFDATE,DATE
2475,1,20,TERMDATE,DATE
2475,1,21,LVLID1,VARCHAR2
2475,1,22,LVLDESC1,VARCHAR2
2475,1,23,LVLID2,VARCHAR2
2475,1,24,LVLDESC2,VARCHAR2
2475,1,25,LVLID3,VARCHAR2
2475,1,26,LVLDESC3,VARCHAR2
2475,1,27,LVLID4,VARCHAR2
2475,1,28,LVLDESC4,VARCHAR2
2475,1,29,LVLID5,VARCHAR2
2475,1,30,LVLDESC5,VARCHAR2
2475,1,31,LVLID6,VARCHAR2
2475,1,32,LVLDESC6,VARCHAR2
2475,1,33,LVLID7,VARCHAR2
2475,1,34,LVLDESC7,VARCHAR2
2475,1,35,LVLID8,VARCHAR2
2475,1,36,LVLDESC8,VARCHAR2
2475,1,37,LVLID9,VARCHAR2
2475,1,38,LVLDESC9,VARCHAR2
2475,1,39,LVLID10,VARCHAR2
2475,1,40,LVLDESC10,VARCHAR2
2475,1,41,CMSTATUS,VARCHAR2
2475,1,42,PCPID,VARCHAR2
2475,1,43,PCPNAME,VARCHAR2
2475,1,44,SSN,VARCHAR2
2475,1,45,BENCOVTYPE,VARCHAR2
2475,1,46,BENCOVTYPEDESC,VARCHAR2
2475,1,47,SICCODE,VARCHAR2
2475,1,48,SICDESC,VARCHAR2
2475,1,49,PAYERTYPE,VARCHAR2
2475,1,50,RCVMTH,VARCHAR2
2475,1,51,SRCFILENAME,VARCHAR2
2475,1,52,UDF_1,VARCHAR2
2475,1,53,UDF1_MEM,VARCHAR2
2475,1,54,UDF_2,VARCHAR2
2475,1,55,UDF2_MEM,VARCHAR2
2475,1,56,UDFC1,VARCHAR2
2475,1,57,UDFC2,VARCHAR2
2475,1,58,UDFC3,VARCHAR2
2475,1,59,UDFC4,VARCHAR2
2475,1,60,UDFC5,VARCHAR2
2475,1,61,UDFC6,VARCHAR2
2475,1,62,UDFC7,VARCHAR2
2475,1,63,UDFC8,VARCHAR2
2475,1,64,UDFC9,VARCHAR2
2475,1,65,UDFC10,VARCHAR2
2475,1,66,UDFC11,VARCHAR2
2475,1,67,UDFC12,VARCHAR2
2475,1,68,UDFC13,VARCHAR2
2475,1,69,UDFC14,VARCHAR2
2475,1,70,UDFC15,VARCHAR2
2475,1,71,UDFC16,VARCHAR2
2475,1,72,UDFC17,VARCHAR2
2475,1,73,UDFC18,VARCHAR2
2475,1,74,UDFC19,VARCHAR2
2475,1,75,UDFC20,VARCHAR2
2475,1,76,UDFD1,VARCHAR2
2475,1,77,UDFD2,VARCHAR2
2475,1,78,UDFD3,VARCHAR2
2475,1,79,UDFD4,VARCHAR2
2475,1,80,UDFN1,VARCHAR2
2475,1,81,UDFN2,VARCHAR2
