LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
3559,1,1,INDV_SYS_ID,VARCHAR2
3559,1,2,ALT_ID,VARCHAR2
3559,1,3,CUST_SEG_NM,VARCHAR2
3559,1,4,DERIV_FINC_CD,VARCHAR2
3559,1,5,MPIN,VARCHAR2
3559,1,6,MEMELGFR,DATE
3559,1,7,MEMELGTH,DATE
3559,1,8,M2014_10,VARCHAR2
3559,1,9,M2014_11,VARCHAR2
3559,1,10,M2014_12,VARCHAR2
3559,1,11,M2015_01,VARCHAR2
3559,1,12,M2015_02,VARCHAR2
3559,1,13,M2015_03,VARCHAR2
3559,1,14,M2015_04,VARCHAR2
3559,1,15,M2015_05,VARCHAR2
3559,1,16,M2015_06,VARCHAR2
3559,1,17,M2015_07,VARCHAR2
3559,1,18,M2015_08,VARCHAR2
3559,1,19,M2015_09,VARCHAR2
3559,1,20,M2015_10,VARCHAR2
3559,1,21,M2015_11,VARCHAR2
3559,1,22,M2015_12,VARCHAR2
3559,1,23,M2016_01,VARCHAR2
3559,1,24,M2016_02,VARCHAR2
3559,1,25,M2016_03,VARCHAR2
3559,1,26,M2016_04,VARCHAR2
3559,1,27,M2016_05,VARCHAR2
3559,1,28,M2016_06,VARCHAR2
3559,1,29,M2016_07,VARCHAR2
3559,1,30,M2016_08,VARCHAR2
3559,1,31,M2016_09,VARCHAR2
3559,1,32,M2016_10,VARCHAR2
3559,1,33,M2016_11,VARCHAR2
3559,1,34,M2016_12,VARCHAR2
3559,1,35,M2017_01,VARCHAR2
3559,1,36,M2017_02,VARCHAR2
3559,1,37,M2017_03,VARCHAR2
3559,1,38,M2017_04,VARCHAR2
3559,1,39,M2017_05,VARCHAR2
3559,1,40,M2017_06,VARCHAR2
3559,1,41,M2017_07,VARCHAR2
3559,1,42,M2017_08,VARCHAR2
3559,1,43,M2017_09,VARCHAR2
