LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2921,1,1,BENE_HIC_NUM,VARCHAR2
2921,1,2,BENE_1ST_NAME,VARCHAR2
2921,1,3,BENE_LAST_NAME,VARCHAR2
2921,1,4,BENE_LINE_1_ADR,VARCHAR2
2921,1,5,BENE_LINE_2_ADR,VARCHAR2
2921,1,6,BENE_LINE_3_ADR,VARCHAR2
2921,1,7,BENE_LINE_4_ADR,VARCHAR2
2921,1,8,BENE_LINE_5_ADR,VARCHAR2
2921,1,9,BENE_LINE_6_ADR,VARCHAR2
2921,1,10,GEO_ZIP_PLC_NAME,VARCHAR2
2921,1,11,GEO_USPS_STATE_CD,VARCHAR2
2921,1,12,GEO_ZIP5_CD,VARCHAR2
2921,1,13,GEO_ZIP4_CD,VARCHAR2
2921,1,14,BENE_SEX_CD_DESC,VARCHAR2
2921,1,15,BENE_BRTH_DT,VARCHAR2
2921,1,16,BENE_AGE,VARCHAR2
2921,1,17,LOAD_DATE,VARCHAR2
2921,1,18,DATE_OF_DEATH,VARCHAR2
