LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
1387,1,1,SUBSSN,VARCHAR2
1387,1,2,MBRDOB,DATE
1387,1,3,MBRSEX,VARCHAR2
1387,1,4,CURSUBNUM,VARCHAR2
1387,1,5,MBRID,VARCHAR2
1387,1,6,MBRREL,VARCHAR2
1387,1,7,ACTSTDT,DATE
1387,1,8,ACTENDDT,DATE
1387,1,9,GRPBASE,VARCHAR2
1387,1,10,GRPBU,VARCHAR2
1387,1,11,CUSTNUMBER,VARCHAR2
1387,1,12,PKGCODE,VARCHAR2
1387,1,13,CONTTOC,VARCHAR2
1387,1,14,PPNUM,VARCHAR2
1387,1,15,SUBADR1,VARCHAR2
1387,1,16,SUBADR2,VARCHAR2
1387,1,17,SUBCITY,VARCHAR2
1387,1,18,SUBST,VARCHAR2
1387,1,19,HOMEZIP5,VARCHAR2
1387,1,20,HOMECNTY,VARCHAR2
1387,1,21,SUBFNAME,VARCHAR2
1387,1,22,SUBLNAME,VARCHAR2
1387,1,23,SUBNAMEMI,VARCHAR2
1387,1,24,PATNAMEFIRST,VARCHAR2
1387,1,25,PATNAMELAST,VARCHAR2
1387,1,26,PATNAMEMI,VARCHAR2
1387,1,27,CAC,VARCHAR2
