LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
556,1,4,CANC_DT,DATE
556,1,5,PKG_NBR,VARCHAR2
556,1,6,GRP_ID,VARCHAR2
556,1,7,SUBGRP_ID,VARCHAR2
556,1,8,REL_CD,VARCHAR2
556,1,9,RATE_STRUC_CD,VARCHAR2
556,1,10,BRTH_DT,DATE
556,1,11,LAST_NAME,VARCHAR2
556,1,12,FRST_NAME,VARCHAR2
556,1,13,MID_INIT,VARCHAR2
556,1,14,GNDR_CD,VARCHAR2
556,1,15,LINE1_ADDR,VARCHAR2
556,1,16,LINE2_ADDR,VARCHAR2
556,1,17,CITY_NAME,VARCHAR2
556,1,18,ST_CD,VARCHAR2
556,1,19,CNTY_NAME,VARCHAR2
556,1,20,ZIP5_CD,VARCHAR2
556,1,21,PHONE_NBR,VARCHAR2
556,1,1,DEP_ID,VARCHAR2
556,1,2,SUB_ID,VARCHAR2
556,1,3,EFF_DT,DATE
