LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
2113,2,1,Start_Date,DATE
2113,2,2,End_Date,DATE
2113,2,3,Total_record_count,NUMBER
2113,2,4,Total_Unique_members,NUMBER
2113,2,5,Total_Unique_subscribers,NUMBER
2113,2,6,Total_Unique_spouses,NUMBER
2113,2,7,Total_Unique_Dependent_Count,NUMBER
2113,2,8,Total_Member_Months,NUMBER
2113,1,1,DataSource,VARCHAR2
2113,1,2,MEMID,VARCHAR2
2113,1,3,ENRID,VARCHAR2
2113,1,4,RELFLAG,VARCHAR2
2113,1,5,MEMFIRSTNAME,VARCHAR2
2113,1,6,MEMLASTNAME,VARCHAR2
2113,1,7,GENDER,VARCHAR2
2113,1,8,DOB,DATE
2113,1,9,ADDR1,VARCHAR2
2113,1,10,ADDR2,VARCHAR2
2113,1,11,CITY,VARCHAR2
2113,1,12,STATE,VARCHAR2
2113,1,13,ZIP,VARCHAR2
2113,1,14,HOMEPHONE,VARCHAR2
2113,1,15,WORKPHONE,VARCHAR2
2113,1,16,COVTYPEID,VARCHAR2
2113,1,17,COVTYPEDESC,VARCHAR2
2113,1,18,EFFDATE,DATE
2113,1,19,TERMDATE,DATE
2113,1,20,CMSTATUS,VARCHAR2
2113,1,21,PCPID,VARCHAR2
2113,1,22,PCPNAME,VARCHAR2
2113,1,23,STATUS,VARCHAR2
2113,1,24,PLANTYPE,VARCHAR2
2113,1,25,PLANNAME,VARCHAR2
2113,1,26,MEMBERMONTH,VARCHAR2
2113,1,27,GroupID,VARCHAR2
2113,1,28,GroupName,VARCHAR2
2113,1,29,SubGroupID,VARCHAR2
2113,1,30,SubGroupName,VARCHAR2
