LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3548,1,1,BUSSTARTDTTM,VARCHAR2,,200,281691,1,200,,,,,VARCHAR2,,
3548,1,2,BUSENDDTTM,VARCHAR2,,200,281692,201,400,,,,,VARCHAR2,,
3548,1,3,SRCDOS,DATE,DD-MON-RR,200,281693,401,600,,,,,DATE,,57
3548,1,4,SRCCLAIMID,VARCHAR2,,200,281694,601,800,,,,,VARCHAR2,,
3548,1,5,SRCCLMTYPE,VARCHAR2,,200,281695,801,1000,,,,,VARCHAR2,,
3548,1,6,SRCNPI,VARCHAR2,,200,281696,1001,1200,,,,,VARCHAR2,,
3548,1,7,SRCNDC11,VARCHAR2,,200,281697,1201,1400,,,,,VARCHAR2,,55
3548,1,8,SRCPAID_DT,DATE,DD-MON-RR,200,281698,1401,1600,,,,,DATE,,
3548,1,9,SRCSOURCE,VARCHAR2,,200,281699,1601,1800,,,,,VARCHAR2,,
3548,1,10,SRCDISPENSE_AS_WRITTEN,VARCHAR2,,200,281700,1801,2000,,,,,VARCHAR2,,
3548,1,11,SRCRXNUMBER,VARCHAR2,,200,281701,2001,2200,,,,,VARCHAR2,,
3548,1,12,SRCGENERIC_STAT,VARCHAR2,,200,281702,2201,2400,,,,,VARCHAR2,,
3548,1,13,SRCFORMULARY_IND,VARCHAR2,,200,281703,2401,2600,,,,,VARCHAR2,,
3548,1,14,SRCPHM_TYP,VARCHAR2,,200,281704,2601,2800,,,,,VARCHAR2,,58
3548,1,15,SRCPHM_ID,VARCHAR2,,200,281705,2801,3000,,,,,VARCHAR2,,
3548,1,16,SRCPHM_NAME,VARCHAR2,,200,281706,3001,3200,,,,,VARCHAR2,,
3548,1,17,SRCMEMB_ID,VARCHAR2,,200,281707,3201,3400,,,,,VARCHAR2,,
3548,1,18,SRCDAYS_SUPPLY,NUMBER,,200,281708,3401,3600,,,,,NUMBER,,53
3548,1,19,SRCMETRIC_QUANTITY,NUMBER,,200,281709,3601,3800,,,,,NUMBER,,
3548,1,20,SRCTOT_AMOUNT_PAID,NUMBER,,200,281710,3801,4000,,,,,NUMBER,,
3548,1,21,SRCCHARGE_AMT,VARCHAR2,,200,281711,4001,4200,,,,,VARCHAR2,,
3548,1,22,SRCHZNKEY,VARCHAR2,,200,281712,4201,4400,,,,,VARCHAR2,,
3548,1,23,SRCDRUG_NAME,VARCHAR2,,200,281713,4401,4600,,,,,VARCHAR2,,
3548,1,24,SRCRESUB_CNT,VARCHAR2,,200,281714,4601,4800,,,,,VARCHAR2,,
3548,1,25,SRCCLM_STAT,VARCHAR2,,200,281715,4801,5000,,,,,VARCHAR2,,
3548,1,26,MEMB_FST_NM,VARCHAR2,,200,281716,5001,5200,,,,,VARCHAR2,,
3548,1,27,MEMB_LST_NM,VARCHAR2,,200,281717,5201,5400,,,,,VARCHAR2,,
3548,1,28,MEMB_DOB,DATE,DDMONYYYY,200,281718,5401,5600,,,,,DATE,,
3548,1,29,JOBID,VARCHAR2,,200,281719,5601,5800,,,,,VARCHAR2,,
3548,1,30,FEEDRECORDID,VARCHAR2,,200,281720,5801,6000,,,,,VARCHAR2,,
3548,1,31,CREATEDDATE,VARCHAR2,,200,281721,6001,6200,,,,,VARCHAR2,,
3548,1,32,L_SID,VARCHAR2,,200,281722,6201,6400,,,,,VARCHAR2,,
