LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3178,1,96,UDFC8,VARCHAR2,,150,258587,11479,11628,,,,,VARCHAR2,,
3178,1,97,UDFC9,VARCHAR2,,150,258588,11629,11778,,,,,VARCHAR2,,
3178,1,98,UDFC10,VARCHAR2,,150,258589,11779,11928,,,,,VARCHAR2,,
3178,1,99,UDFC11,VARCHAR2,,150,258590,11929,12078,,,,,VARCHAR2,,
3178,1,100,UDFC12,VARCHAR2,,150,258591,12079,12228,,,,,VARCHAR2,,
3178,1,101,UDFC13,VARCHAR2,,150,258592,12229,12378,,,,,VARCHAR2,,
3178,1,102,UDFC14,VARCHAR2,,150,258593,12379,12528,,,,,VARCHAR2,,
3178,1,103,UDFC15,VARCHAR2,,150,258594,12529,12678,,,,,VARCHAR2,,
3178,1,104,UDFC16,VARCHAR2,,150,258595,12679,12828,,,,,VARCHAR2,,
3178,1,105,UDFC17,VARCHAR2,,150,258596,12829,12978,,,,,VARCHAR2,,
3178,1,106,UDFC18,VARCHAR2,,150,258597,12979,13128,,,,,VARCHAR2,,
3178,1,107,UDFC19,VARCHAR2,,150,258598,13129,13278,,,,,VARCHAR2,,
3178,1,108,UDFC20,VARCHAR2,,150,258599,13279,13428,,,,,VARCHAR2,,
3178,1,109,UDFD1,VARCHAR2,,150,258600,13429,13578,,,,,VARCHAR2,,
3178,1,110,UDFD2,VARCHAR2,,150,258601,13579,13728,,,,,VARCHAR2,,
3178,1,111,UDFD3,VARCHAR2,,150,258602,13729,13878,,,,,VARCHAR2,,
3178,1,112,UDFD4,VARCHAR2,,150,258603,13879,14028,,,,,VARCHAR2,,
3178,1,113,UDFD5,VARCHAR2,,150,258604,14029,14178,,,,,VARCHAR2,,
3178,1,114,UDFN1,VARCHAR2,,150,258605,14179,14328,,,,,VARCHAR2,,
3178,1,115,UDFN2,VARCHAR2,,150,258606,14329,14478,,,,,VARCHAR2,,
3178,1,116,UDFN3,VARCHAR2,,150,258607,14479,14628,,,,,VARCHAR2,,
3178,1,117,UDFN4,VARCHAR2,,150,258608,14629,14778,,,,,VARCHAR2,,
3178,1,1,SOURCE,VARCHAR2,,150,258492,1,150,,,,,VARCHAR2,,
3178,1,2,SN,VARCHAR2,,150,258493,151,300,,,,,VARCHAR2,,
3178,1,3,TRANSNUM,VARCHAR2,,150,258494,301,450,,,,,VARCHAR2,,
3178,1,4,SEQNO,NUMBER,,20,258495,451,470,,,,,NUMBER,,
3178,1,5,DATETIMESTAMP,DATE,YYYYMMDD,8,258496,471,478,,,,,DATE,,
3178,1,6,MEMID,VARCHAR2,,150,258497,479,628,,,,,VARCHAR2,,
3178,1,7,ENRID,VARCHAR2,,150,258498,629,778,,,,,VARCHAR2,,
3178,1,8,RELFLAG,VARCHAR2,,150,258499,779,928,,,,,VARCHAR2,,
3178,1,9,MEMFIRSTNAME,VARCHAR2,,150,258500,929,1078,,,,,VARCHAR2,,
3178,1,10,MEMLASTNAME,VARCHAR2,,150,258501,1079,1228,,,,,VARCHAR2,,
3178,1,11,GENDER,VARCHAR2,,150,258502,1229,1378,,,,,VARCHAR2,,
3178,1,12,DOB,DATE,YYYY-MM-DD,10,258503,1379,1388,,,,,DATE,,
3178,1,13,ADDR1,VARCHAR2,,150,258504,1389,1538,,,,,VARCHAR2,,
3178,1,14,ADDR2,VARCHAR2,,150,258505,1539,1688,,,,,VARCHAR2,,
3178,1,15,CITY,VARCHAR2,,150,258506,1689,1838,,,,,VARCHAR2,,
3178,1,16,STATE,VARCHAR2,,150,258507,1839,1988,,,,,VARCHAR2,,
3178,1,17,ZIP,VARCHAR2,,150,258508,1989,2138,,,,,VARCHAR2,,
3178,1,18,HOMEPHONE,VARCHAR2,,150,258509,2139,2288,,,,,VARCHAR2,,
3178,1,19,WORKPHONE,VARCHAR2,,150,258510,2289,2438,,,,,VARCHAR2,,
3178,1,20,LVLID1,VARCHAR2,,150,258511,2439,2588,,,,,VARCHAR2,,
3178,1,21,LVLDESC1,VARCHAR2,,150,258512,2589,2738,,,,,VARCHAR2,,
