LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE
64,1,1,REGION,VARCHAR2
64,1,2,INSUREDID,VARCHAR2
64,1,3,NDC,VARCHAR2
64,1,4,SERVDT,DATE
64,1,5,DAYS_SUPPLY,VARCHAR2
