2015,1,1,TRANNUM,VARCHAR2,20
2015,1,2,ENRID,VARCHAR2,20
2015,1,3,RELFLAG,VARCHAR2,10
2015,1,4,MEMFIRSTNAME,VARCHAR2,30
2015,1,5,MEMLASTNAME,VARCHAR2,30
2015,1,6,GENDER,VARCHAR2,10
2015,1,7,DOB,DATE,10
2015,1,8,MEMMAILADDR1,VARCHAR2,50
2015,1,9,MEMMAILADDR2,VARCHAR2,50
2015,1,10,MEMMAILCITY,VARCHAR2,30
2015,1,11,MEMMAILSTATE,VARCHAR2,30
2015,1,12,MEMMAILZIP,VARCHAR2,20
2015,1,13,MEMPHYADDR1,VARCHAR2,140
2015,1,14,MEMPHYADDR2,VARCHAR2,140
2015,1,15,MEMPHYCITY,VARCHAR2,30
2015,1,16,MEMPHYSTATE,VARCHAR2,30
2015,1,17,MEMPHYZIP,VARCHAR2,20
2015,1,18,HOMEPHONE,VARCHAR2,15
2015,1,19,WORKPHONE,VARCHAR2,15
2015,1,20,COVTYPEDESC,VARCHAR2,30
2015,1,21,EFFDATE,DATE,10
2015,1,22,TERMDATE,DATE,10
2015,1,23,LVLID1,VARCHAR2,30
2015,1,24,LVLDESC1,VARCHAR2,30
2015,1,25,LVLID2,VARCHAR2,30
2015,1,26,LVLDESC2,VARCHAR2,30
2015,1,27,LVLID3,VARCHAR2,30
2015,1,28,LVLDESC3,VARCHAR2,30
2015,1,29,LVLID4,VARCHAR2,30
2015,1,30,LVLDESC4,VARCHAR2,30
2015,1,31,LVLID5,VARCHAR2,30
2015,1,32,LVLDESC5,VARCHAR2,30
2015,1,33,LVLID6,VARCHAR2,30
2015,1,34,LVLDESC6,VARCHAR2,30
2015,1,35,CMSSTATUS,VARCHAR2,30
2015,1,36,TIER,VARCHAR2,30
2015,1,37,SICCODE,VARCHAR2,30
2015,1,38,SICDESC,VARCHAR2,30
2015,1,39,COVSTATUS,VARCHAR2,30
2015,1,40,PLANNAME,VARCHAR2,60
2015,1,41,PLANTYPE,VARCHAR2,35
2015,1,42,SPONSORNAME,VARCHAR2,70
2015,1,43,SPONSORID,VARCHAR2,30
2015,1,44,SPONSORPHYADDR1,VARCHAR2,70
2015,1,45,SPONSORPHYADDR2,VARCHAR2,70
2015,1,46,SPONSORPHYCITY,VARCHAR2,30
2015,1,47,SPONSORPHYZIP,VARCHAR2,30
2015,1,49,SPONSORPHYAREA,VARCHAR2,30
2015,1,50,MEMID,VARCHAR2,30
2015,1,51,EXTERNALID,VARCHAR2,30
2015,1,52,SOURCESYSTEM,VARCHAR2,70
2015,1,54,SPONSORREGION,VARCHAR2,60
2015,1,48,SPONSORPHYSTATE,VARCHAR2,30
2015,1,53,MEMBERREGION,VARCHAR2,60
