LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
3532,1,51,PRV_PAR_STATUS,VARCHAR2,,150,281193,6941,7090,,,,,VARCHAR2,,
3532,1,52,PRV_TAXID,VARCHAR2,,150,281194,7091,7240,,,,,VARCHAR2,,
3532,1,53,VENDOR_CODE,VARCHAR2,,150,281195,7241,7390,,,,,VARCHAR2,,
3532,1,54,PRODUCT,VARCHAR2,,150,281196,7391,7540,,,,,VARCHAR2,,
3532,1,55,FUNDING,VARCHAR2,,150,281197,7541,7690,,,,,VARCHAR2,,
3532,1,56,NAIC,VARCHAR2,,150,281198,7691,7840,,,,,VARCHAR2,,
3532,1,57,MEM_REL_CD,VARCHAR2,,150,281199,7841,7990,,,,,VARCHAR2,,
3532,1,58,LOB,VARCHAR2,,150,281200,7991,8140,,,,,VARCHAR2,,
3532,1,59,DX1_ICD_SOURCE_INDICATOR,VARCHAR2,,150,281201,8141,8290,,,,,VARCHAR2,,
3532,1,60,DX2_ICD_SOURCE_INDICATOR,VARCHAR2,,150,281202,8291,8440,,,,,VARCHAR2,,
3532,1,61,PROC_ICD_SOURCE_INDICATOR,VARCHAR2,,150,281203,8441,8590,,,,,VARCHAR2,,
3532,1,1,EXTRACT_CODE,VARCHAR2,,150,281143,1,150,,,,,VARCHAR2,,
3532,1,2,DW_SOURCE_SYSTEM,VARCHAR2,,150,281144,151,300,,,,,VARCHAR2,,
3532,1,3,HMO_PTR,VARCHAR2,,150,281145,301,450,,,,,VARCHAR2,,
3532,1,4,CLM_ID,VARCHAR2,,150,281146,451,600,,,,,VARCHAR2,,25
3532,1,5,CLM_LINE,VARCHAR2,,150,281147,601,750,,,,,VARCHAR2,,
3532,1,6,CLM_SUB,VARCHAR2,,150,281148,751,900,,,,,VARCHAR2,,
3532,1,7,ORIG_CLM_ID,VARCHAR2,,150,281149,901,1050,,,,,VARCHAR2,,
3532,1,8,ORIG_CLM_LINE,VARCHAR2,,150,281150,1051,1200,,,,,VARCHAR2,,
3532,1,9,CLAIM_STATUS,VARCHAR2,,150,281151,1201,1350,,,,,VARCHAR2,,23
3532,1,10,DISCHARGE_STATUS,VARCHAR2,,150,281152,1351,1500,,,,,VARCHAR2,,31
3532,1,11,PAY_DT,DATE,MM/DD/YYYY,10,281153,1501,1510,,,,,DATE,,39
3532,1,12,SRV_FROM_DT,DATE,MM/DD/YYYY,10,281154,1511,1520,,,,,DATE,,47
3532,1,13,SRV_TO_DT,DATE,MM/DD/YYYY,10,281155,1521,1530,,,,,DATE,,
3532,1,14,DX_CD,VARCHAR2,,150,281156,1531,1680,,,,,VARCHAR2,,30
3532,1,15,DX_DESC,VARCHAR2,,150,281157,1681,1830,,,,,VARCHAR2,,
3532,1,16,DX_CD2,VARCHAR2,,150,281158,1831,1980,,,,,VARCHAR2,,
3532,1,17,DX_CD2_DESC,VARCHAR2,,150,281159,1981,2130,,,,,VARCHAR2,,
3532,1,18,CONTRACT_NUM,VARCHAR2,,150,281160,2131,2280,,,,,VARCHAR2,,
3532,1,19,GRP_LOC_NUM,VARCHAR2,,150,281161,2281,2430,,,,,VARCHAR2,,
3532,1,20,GRP_ID,VARCHAR2,,150,281162,2431,2580,,,,,VARCHAR2,,
3532,1,21,MODIFIER_CD,VARCHAR2,,150,281163,2581,2730,,,,,VARCHAR2,,
3532,1,22,PROCEDURE_CODE,VARCHAR2,,150,281164,2731,2880,,,,,VARCHAR2,,41
3532,1,23,REVENUE_CODE,VARCHAR2,,150,281165,2881,3030,,,,,VARCHAR2,,46
3532,1,24,ICD9_PROC_CODE,VARCHAR2,,150,281166,3031,3180,,,,,VARCHAR2,,
3532,1,25,ICD9_PROC_CODE_DESC,VARCHAR2,,150,281167,3181,3330,,,,,VARCHAR2,,
3532,1,26,TYPE_OF_BILL,VARCHAR2,,150,281168,3331,3480,,,,,VARCHAR2,,
3532,1,27,PROV_CLAIM_TYPE,VARCHAR2,,150,281169,3481,3630,,,,,VARCHAR2,,
3532,1,28,SRV_LOC_NUM,VARCHAR2,,150,281170,3631,3780,,,,,VARCHAR2,,40
3532,1,29,UNITS,NUMBER,,150,281171,3781,3930,,,,,NUMBER,,
3532,1,30,APPROVED_AMT,NUMBER,,150,281172,3931,4080,,,,,NUMBER,,38
3532,1,31,BILL_AMT,NUMBER,,150,281173,4081,4230,,,,,NUMBER,,21
3532,1,32,COB_SAVINGS,NUMBER,,150,281174,4231,4380,,,,,NUMBER,,
3532,1,33,COINS_AMT,NUMBER,,150,281175,4381,4530,,,,,NUMBER,,27
3532,1,34,COPAY_AMT,NUMBER,,150,281176,4531,4680,,,,,NUMBER,,28
3532,1,35,DED_AMT,NUMBER,,150,281177,4681,4830,,,,,NUMBER,,29
3532,1,36,REJ_AMT,NUMBER,,150,281178,4831,4980,,,,,NUMBER,,37
3532,1,37,WTHD_AMT,NUMBER,,150,281179,4981,5130,,,,,NUMBER,,
3532,1,38,MEM_LIABILITY,NUMBER,,150,281180,5131,5280,,,,,NUMBER,,
3532,1,39,ALLOWED_AMT,NUMBER,,150,281181,5281,5430,,,,,NUMBER,,20
3532,1,40,SUB_SSN,VARCHAR2,,150,281182,5431,5580,,,,,VARCHAR2,,
3532,1,41,MEM_PAT_ID,VARCHAR2,,150,281183,5581,5730,,,,,VARCHAR2,,
3532,1,42,MEM_NM,VARCHAR2,,150,281184,5731,5880,,,,,VARCHAR2,,
3532,1,43,MEM_SSN,VARCHAR2,,150,281185,5881,6030,,,,,VARCHAR2,,
3532,1,44,MEM_BIRTH_DT,DATE,MM/DD/YYYY,10,281186,6031,6040,,,,,DATE,,
3532,1,45,MEM_GENDER,VARCHAR2,,150,281187,6041,6190,,,,,VARCHAR2,,
3532,1,46,MEM_ZIP_CD,VARCHAR2,,150,281188,6191,6340,,,,,VARCHAR2,,
3532,1,47,PRV_ID,VARCHAR2,,150,281189,6341,6490,,,,,VARCHAR2,,
3532,1,48,PRV_NAME,VARCHAR2,,150,281190,6491,6640,,,,,VARCHAR2,,
3532,1,49,PRV_ZIP_CD,VARCHAR2,,150,281191,6641,6790,,,,,VARCHAR2,,
3532,1,50,PRV_SPECIALTY,VARCHAR2,,150,281192,6791,6940,,,,,VARCHAR2,,49
