LAYOUTID,SUBLAYOUTID,COLUMNID,COLUMNNAME,DATATYPE,DATETYPEDETIAL,FIELDLENGTH,SN,STARTPOS,ENDPOS,UPDATED_BY,FIELDLINENUMBER,FIELDDELIMITER,FIELDPOSITION,CATEGORY,BUSINESSNAME,SEMANTICKEY
310,1,1,DataSource,VARCHAR2,,50,24240,1,50,,,,,VARCHAR2,,
310,1,2,MEMID,VARCHAR2,,50,24241,51,100,,,,,VARCHAR2,,
310,1,3,ENRID,VARCHAR2,,20,24242,101,120,,,,,VARCHAR2,,
310,1,4,RELFLAG,VARCHAR2,,1,24243,121,121,,,,,VARCHAR2,,
310,1,5,MEMFIRSTNAME,VARCHAR2,,30,24244,122,151,,,,,VARCHAR2,,
310,1,6,MEMLASTNAME,VARCHAR2,,50,24245,152,201,,,,,VARCHAR2,,
310,1,7,GENDER,VARCHAR2,,1,24246,202,202,,,,,VARCHAR2,,
310,1,8,DOB,DATE,YYYYMMDD,8,24247,203,210,,,,,DATE,,
310,1,9,ADDR1,VARCHAR2,,50,24248,211,260,,,,,VARCHAR2,,
310,1,10,ADDR2,VARCHAR2,,50,24249,261,310,,,,,VARCHAR2,,
310,1,11,CITY,VARCHAR2,,50,24250,311,360,,,,,VARCHAR2,,
310,1,12,STATE,VARCHAR2,,2,24251,361,362,,,,,VARCHAR2,,
310,1,13,ZIP,VARCHAR2,,15,24252,363,377,,,,,VARCHAR2,,
310,1,14,HOMEPHONE,VARCHAR2,,20,24253,378,397,,,,,VARCHAR2,,
310,1,15,WORKPHONE,VARCHAR2,,20,24254,398,417,,,,,VARCHAR2,,
310,1,16,COVTYPEID,VARCHAR2,,20,24255,418,437,,,,,VARCHAR2,,
310,1,17,COVTYPEDESC,VARCHAR2,,50,24256,438,487,,,,,VARCHAR2,,
310,1,18,EFFDATE,DATE,YYYYMMDD,8,24257,488,495,,,,,DATE,,
310,1,19,TERMDATE,DATE,YYYYMMDD,8,24258,496,503,,,,,DATE,,
310,1,20,CMSTATUS,VARCHAR2,,20,24259,504,523,,,,,VARCHAR2,,
310,1,21,PCPID,VARCHAR2,,20,24260,524,543,,,,,VARCHAR2,,
310,1,22,PCPNAME,VARCHAR2,,70,24261,544,613,,,,,VARCHAR2,,
310,1,23,STATUS,VARCHAR2,,20,24262,614,633,,,,,VARCHAR2,,
310,1,24,PLANTYPE,VARCHAR2,,100,24263,634,733,,,,,VARCHAR2,,
310,1,25,PLANNAME,VARCHAR2,,200,24264,734,933,,,,,VARCHAR2,,
310,1,26,MEMBER_MONTH,VARCHAR2,,6,24265,934,939,,,,,VARCHAR2,,
310,1,27,GroupID_AccountNumber,VARCHAR2,,50,24266,940,989,,,,,VARCHAR2,,
310,1,28,GroupName,VARCHAR2,,50,24267,990,1039,,,,,VARCHAR2,,
310,1,29,SubGroupID_Division,VARCHAR2,,50,24268,1040,1089,,,,,VARCHAR2,,
310,1,30,SubGroupName,VARCHAR2,,50,24269,1090,1139,,,,,VARCHAR2,,
